name,class,branch,faction,stars,position,tags,trait,availability,icon,description,phrase,file_no.,gender,height,mobility,endurance,internal_name,base_hp,elite_1_hp,elite_2_hp,max_hp,trust_hp,base_atk,elite_1_atk,elite_2_atk,max_atk,trust_atk,base_def,elite_1_def,elite_2_def,max_def,trust_def,base_res,elite_1_res,elite_2_res,max_res,base_redeploy,elite_1_redeploy,elite_2_redeploy,max_redeploy,base_dp_cost,elite_1_dp_cost,elite_2_dp_cost,max_dp_cost,base_block,elite_1_block,elite_2_block,max_block,base_interval,elite_1_interval,elite_2_interval,max_interval,images,experience,place_of_birth,date_of_birth,race,infection_status,strength,tactical_acumen,combat_skill,arts_adaptability
Sesa,Sniper,Artilleryman,Sargon,5-star,Ranged,"['AoE', 'Debuff']",Deals AOE Physical Damage,Headhunting; [CN] Recruitment,https://static.wikia.nocookie.net/mrfz/images/0/02/Sesa_icon.png/revision/latest/scale-to-width-down/120?cb=20200318201704,"Sesa, black market armament tuner, will level everything with grenades.",He really will blow things up for the sake of aesthetics.,R158,Male,189 cm,Normal,Standard,char_379_sesa,847,1059,1324,1655,,363,519,649,833,85.0,63,82,104,123,,0,0,0,0,70s,70s,70s,70s,24,24,26,28,1,1,1,1,2.8s,2.8s,2.8s,2.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/1/12/Sesa.png/revision/latest?cb=20200318201702', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/cd/Sesa_Elite_2.png/revision/latest?cb=20200318201703'}",None,Sargon,April 22nd,Vouivre,Confirmed uninfected by medical examination.,Standard,Normal,Excellent,Standard
Shalem,Defender,Arts Protector,Victoria,5-star,Melee,"['DPS', 'Defense']",Normal attacks deal Arts Damage while the skill is active,"[CN] Integrated Strategies (Castle Notes, since Phantom and Crimson Solitaire)",https://static.wikia.nocookie.net/mrfz/images/0/0a/Shalem_icon.png/revision/latest/scale-to-width-down/120?cb=20220105150515,Defender Operator Shalem will provide his aid in the nick of time.,"But be warned, he may be quite pessimistic sometimes.",VC07,Male,179 cm,Standard,Standard,char_4025_aprot2,1234,1691,2255,3090,,286,403,538,649,80.0,221,325,440,550,,5,5,10,15,70s,70s,70s,70s,21,21,23,25,3,3,3,3,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/cb/Shalem.png/revision/latest?cb=20220128020111', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/73/Shalem_Elite_2.png/revision/latest?cb=20220128020121'}",7 years,Victoria,December 9th,Pythia,Confirmed infected by medical examination.,Standard,Standard,Excellent,Standard
Shamare,Supporter,Hexer,Siracusa,5-star,Ranged,['Debuff'],Deals Arts Damage,Headhunting,https://static.wikia.nocookie.net/mrfz/images/e/eb/Shamare_icon.png/revision/latest/scale-to-width-down/120?cb=20200426100535,"Shamare, Rhodes Island Operator, is seen as a harbinger of evil spirits by her enemies.","It takes a long time to sew a doll, so don't blame her for being late.",R148,Female,138 cm,Standard,Normal,char_254_vodfox,677,996,1347,1728,,184,263,338,408,65.0,48,70,92,105,,15,15,20,25,70s,70s,70s,70s,10,10,12,12,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/b6/Shamare.png/revision/latest?cb=20200422222259', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/d3/Shamare_Elite_2.png/revision/latest?cb=20200422222300', 'Echo of the Horrorlair': 'https://static.wikia.nocookie.net/mrfz/images/c/c5/Shamare_Skin_1.png/revision/latest?cb=20211015155038'}",None,Siracusa,October 29th,Vulpo,Confirmed Infected by medical examination.,Normal,Standard,Normal,Excellent
Sideroca,Guard,Arts Fighter,Minos,5-star,Melee,"['Survival', 'DPS']",Deals Arts Damage,Darknights Memoir (Hit List),https://static.wikia.nocookie.net/mrfz/images/e/e0/Sideroca_icon.png/revision/latest/scale-to-width-down/120?cb=20200426100520,"Sideroca, a reliable mercenary from Corinnia, is looking for an employer.",She desires trust over fealty or glory.,R126,Female,164 cm,Standard,Excellent,char_333_sidero,1297,1707,2162,2845,500.0,266,386,502,620,,166,238,306,369,,10,10,10,15,80s,80s,80s,80s,21,21,23,23,1,1,1,1,1.25s,1.25s,1.25s,1.25s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/ed/Sideroca.png/revision/latest?cb=20200422222151', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/ed/Sideroca_Elite_2.png/revision/latest?cb=20200422222153', 'Light Breeze LB03': 'https://static.wikia.nocookie.net/mrfz/images/7/7a/Sideroca_Skin_1.png/revision/latest?cb=20210803142533'}",5 years,Minos,March 17th,Forte,Medical tests have confirmed that no infection is present.,Excellent,Standard,Excellent,Normal
Silence,Medic,Medic,Rhine Lab,5-star,Ranged,['Healing'],Restores the HP of allies,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/4/49/Silence_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083448,"Silence, medical specialist of Rhine Lab, will make use of the latest scientific developments on the battlefield.","There's no risk in the fruits of research, as they are only byproducts after all. Experimentation, on the other hand...",RL01,Female,154 cm,Normal,Normal,char_108_silent,845,1191,1435,1595,,166,273,385,482,75.0,62,90,113,142,,0,0,0,0,70s,70s,70s,70s,17,17,19,19,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/7/76/Silence.png/revision/latest?cb=20190625063651', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/18/Silence_Elite_2.png/revision/latest?cb=20190625063651', 'Lacquer': 'https://static.wikia.nocookie.net/mrfz/images/d/d0/Silence_Skin_1.png/revision/latest?cb=20200201080813', 'Frosted Breath': 'https://static.wikia.nocookie.net/mrfz/images/f/f2/Silence_Skin_2.png/revision/latest?cb=20210406100018'}",None,Columbia,May 18th,Liberi,Crystals have appeared on her body. Infection confirmed by medical examination.,Normal,Standard,Standard,Excellent
Skyfire,Caster,Splash,Victoria,5-star,Ranged,"['AoE', 'Crowd-Control']",Deals AoE Arts Damage.,Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/08/Skyfire_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083449,"Skyfire, Operator from King's Wand, is ready to burn anyone foolish enough to stand in her way.",Fine her if she triggers the fire alarm again!,SK01,Female,162 cm,Normal,Normal,char_166_skyfire,727,1010,1263,1620,,364,513,658,784,90.0,48,74,102,122,,10,10,10,10,70s,70s,70s,70s,30,30,33,33,1,1,1,1,2.9s,2.9s,2.9s,2.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/2a/Skyfire.png/revision/latest?cb=20190724204033', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/2d/Skyfire_Elite_2.png/revision/latest?cb=20190724204053', 'Temperature Difference RT.RX01': 'https://static.wikia.nocookie.net/mrfz/images/2/26/Skyfire_Skin_1.png/revision/latest?cb=20200201080812'}",1 year,Victoria,June 1st,Feline,Non-infected as confirmed by medical report.,Normal,Standard,Normal,Outstanding
Snowsant,Specialist,Hookmaster,Lungmen,5-star,Melee,"['Shift', 'Slow']",Can Shift enemies by using skillsCan be deployed on Ranged Grids,Ancient Forge (Quantum Firecracker milestone); [CN] Record Restoration,https://static.wikia.nocookie.net/mrfz/images/c/cd/Snowsant_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060352,"Snowsant, Specialist Operator of Rhodes Island, utilizes her industrial claw hook to bring a new tactical perspective to the battlefield.",Took first place in the Lungmen Professional Mechanical Design competition.,LM16,Female,155 cm,Standard,Standard,,794,1073,1394,1835,300.0,320,458,596,745,,155,228,301,355,40.0,0,0,0,0,80s,80s,80s,80s,13,13,15,15,2,2,2,2,1.8s,1.8s,1.8s,1.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/fb/Snowsant.png/revision/latest?cb=20200201060112', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/40/Snowsant_Elite_2.png/revision/latest?cb=20200201060110', 'Fated Hero': 'https://static.wikia.nocookie.net/mrfz/images/d/d3/Snowsant_Skin_1.png/revision/latest?cb=20211015155043'}",None,Lungmen,October 17th,Liberi,Confirmed uninfected by medical examination.,Normal,Standard,Normal,Standard
Sora,Supporter,Bard,Penguin Logistics,5-star,Ranged,"['Healing', 'Support']",Does not attack but continuously restores the HP of all allies within range (the HP restored per second is equal to 10% of self ATK). Self is unaffected by Inspiration,Headhunting,https://static.wikia.nocookie.net/mrfz/images/3/30/Sora_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083450,"Sora, employee of Penguin Logistics, will provide all sorts of tactical support for the squad with her singing.",Hope she can bring peace with songs.,PL05,Female,155 cm,Normal,Normal,char_101_sora,519,742,1017,1356,,133,208,278,335,50.0,95,142,190,238,20.0,0,0,0,0,70s,70s,70s,70s,5,5,7,7,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/99/Sora.png/revision/latest?cb=20190623094005', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/9/9f/Sora_Elite_2.png/revision/latest?cb=20190623094007', 'Summer Flowers FA361': 'https://static.wikia.nocookie.net/mrfz/images/d/d8/Sora_Skin_1.png/revision/latest?cb=20200719103701'}",None,Unknown as requested by management agency.,September 12th,Unknown as requested by management agency.,Non-infected as confirmed by medical report.,Normal,Standard,Standard,Excellent
Specter,Guard,Centurion,Abyssal Hunters,5-star,Melee,"['AoE', 'Survival']",Attacks all blocked enemies[note 1],Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/3/33/Specter_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083525,Specter from the Abyssal Hunters is already done with her prayer and is now prowling the battlefield.,Her madness is terrifying.,AA02,Female,162 cm,Normal,Outstanding,char_143_ghost,1199,1538,1972,2630,,293,407,551,725,80.0,150,215,291,355,,0,0,0,0,70s,70s,70s,70s,19,19,21,23,2,2,2,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/f1/Specter.png/revision/latest?cb=20190724204258', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/71/Specter_Elite_2.png/revision/latest?cb=20190724204318', 'Undercurrent': 'https://static.wikia.nocookie.net/mrfz/images/2/24/Specter_Skin_1.png/revision/latest?cb=20200531054024'}",7 years,Ægir,July 27th,Undisclosed[note 2],"Showed no outward symptoms of Originium Infection, but Infection was confirmed by medical examination.More clinical research is required to fully diagnose Specter's Oripathy Status.",Outstanding,Flawed,Excellent,Flawed
Swire,Guard,Instructor,Lungmen Guard Department,5-star,Melee,"['DPS', 'Support']","Can attack enemies from range; When attacking enemies not blocked by self, increase ATK to 120%",Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/a/ad/Swire_icon.png/revision/latest/scale-to-width-down/120?cb=20190713060139,"Swire, Guard Operator from Lungmen, will provide professional police assistance and extra training for you.","Sure enough, the pride of Lungmen comes from the prosperity of its commerce, trades and capital flows!",LM08,Female,163 cm,Standard,Standard,char_308_swire,774,1061,1378,1914,,289,413,551,656,40.0,193,273,346,413,30.0,0,0,0,0,70s,70s,70s,70s,14,14,16,16,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/23/Swire.png/revision/latest?cb=20190713060138', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/f7/Swire_Elite_2.png/revision/latest?cb=20190713060138', 'Honor and Splendor': 'https://static.wikia.nocookie.net/mrfz/images/8/85/Swire_Skin_1.png/revision/latest?cb=20200201080815'}",3 years,Lungmen,July 1st,Feline,Non-infected as confirmed by medical report.,Standard,Excellent,Standard,Standard
Tachanka,Guard,Swordmaster,Team Rainbow,5-star,Melee,"['Nuker', 'DPS']",Normal attacks deal damage twice,Operation Originium Dust (Combat Report),https://static.wikia.nocookie.net/mrfz/images/1/16/Tachanka_icon.png/revision/latest/scale-to-width-down/120?cb=20210309122802,"Tachanka, a member of Team Rainbow, is ready to lay down suppressive fire.","If the machine gun still isn't enough firepower, just launch some grenades into the mix.",RS04,Male,183 cm,Normal,Standard,char_459_tachak,1121,1536,1995,2626,,253,368,478,621,40.0,135,194,253,309,40.0,0,0,0,0,80s,80s,80s,80s,20,20,22,24,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/33/Tachanka.png/revision/latest?cb=20210309123648', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/25/Tachanka_Elite_2.png/revision/latest?cb=20210309123710', 'Lord': 'https://static.wikia.nocookie.net/mrfz/images/7/74/Tachanka_Skin_1.png/revision/latest?cb=20210406102700'}",Unknown,Unknown[note 2],November 3rd,Unknown[note 3],Medical tests have confirmed that no infection is present.,Standard,Excellent,Excellent,■■
Tequila,Guard,Liberator,Bolívar,5-star,Melee,['Nuker'],"Normally does not attack and has 0 Block; When skill is inactive, ATK gradually increases up to +200% over 40 seconds. ATK is reset when the skill ends",Dossoles Holiday (Honors Showcase),https://static.wikia.nocookie.net/mrfz/images/a/aa/Tequila_icon.png/revision/latest/scale-to-width-down/120?cb=20210803031941,"Guard Operator Tequila, all smiles on the battlefield too.","Don't worry, he'll set everything up just hunky-dory.",BV12,Male,182 cm,Standard,Normal,char_486_takila,1871,2463,3118,3757,230.0,137,197,256,302,50.0,238,331,425,501,,15,15,15,15,80s,80s,80s,80s,11,11,13,13,2,2,2,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/9f/Tequila.png/revision/latest?cb=20210803031946', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/b/b3/Tequila_Elite_2.png/revision/latest?cb=20210803031940', 'Card Winner': 'https://static.wikia.nocookie.net/mrfz/images/e/eb/Tequila_Skin_1.png/revision/latest?cb=20220502081335'}",3 years,Bolívar,May 15th,Perro,Medical tests have confirmed that no infection is present.,Standard,Excellent,Standard,Standard
Texas,Vanguard,Pioneer,Penguin Logistics,5-star,Melee,"['DP-Recovery', 'Crowd-Control']",Blocks 2 enemies,Headhunting; Recruitment; Pinboard Missions (Phase 8),https://static.wikia.nocookie.net/mrfz/images/e/ee/Texas_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083526,"Texas, employee of Penguin Logistics, will give the squad a tactical advantage with her Originium Arts at the start of every battle.",You can trust her with your cargo.,PL02,Female,161 cm,Excellent,Standard,char_102_texas,727,996,1365,1950,,203,299,410,500,70.0,139,208,274,343,,0,0,0,0,70s,70s,70s,70s,11,11,13,13,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/35/Texas.png/revision/latest?cb=20190621194814', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/9/91/Texas_Elite_2.png/revision/latest?cb=20190621194815', 'Winter Messanger': 'https://static.wikia.nocookie.net/mrfz/images/c/c8/Texas_Skin_1.png/revision/latest?cb=20190831014829', 'Willpower': 'https://static.wikia.nocookie.net/mrfz/images/9/9d/Texas_Skin_2.png/revision/latest?cb=20201214010642'}",3 years,Columbia,June 1st,Lupo,Non-infected as confirmed by medical report.,Excellent,Excellent,Excellent,Excellent
Toddifons,Sniper,Besieger,Victoria,5-star,Ranged,['DPS'],Attacks the heaviest enemy first,Headhunting,https://static.wikia.nocookie.net/mrfz/images/e/ee/Toddifons_icon.png/revision/latest/scale-to-width-down/120?cb=20210415073232,"Sniper Operator Toddifons, with arrows sent to the sky, and flames falling to the earth.","Following her heart, doing as she pleases.",VC11,Female,168 cm,Standard,Standard,char_363_toddi,820,1066,1333,1667,,427,594,782,954,95.0,60,80,100,123,,0,0,0,0,70s,70s,70s,70s,21,21,23,23,1,1,1,1,2.4s,2.4s,2.4s,2.4s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e2/Toddifons.png/revision/latest?cb=20210415073620', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/48/Toddifons_Elite_2.png/revision/latest?cb=20210415073635'}",2 years,Victoria,July 31st,Vouivre,Confirmed Infected by medical examination.,Excellent,Standard,Excellent,Excellent
Tomimi,Caster,Core,Sargon,5-star,Ranged,"['DPS', 'Survival']",Deals Arts Damage,Gavial the Great Chief Returns (The Brave's Trials),https://static.wikia.nocookie.net/mrfz/images/2/20/Tomimi_icon.png/revision/latest/scale-to-width-down/120?cb=20200825101954,"Tomimi, Caster Operator, is currently undergoing special training in Rhodes Island.",The purpose of the special training is to become an excellent Caster Operator!,SG05,Female,142 cm,Normal,Standard,char_411_tomimi,837,1197,1555,1920,200.0,231,383,504,600,35.0,45,76,106,119,,10,10,15,20,80s,80s,80s,80s,20,20,22,22,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/8/80/Tomimi.png/revision/latest?cb=20200825102124', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/70/Tomimi_Elite_2.png/revision/latest?cb=20200825102152', 'Silent Night DN04': 'https://static.wikia.nocookie.net/mrfz/images/c/c7/Tomimi_Skin_1.png/revision/latest?cb=20210720125846'}",None,Sargon,February 2nd,Archosauria,Medical tests have confirmed that no infection is present.,Excellent,Standard,Standard,Standard
Tsukinogi,Supporter,Abjurer,Higashi,5-star,Ranged,"['Support', 'Survival']","Deals Arts Damage; When skill is active, focuses on healing allies instead of attacking (healing amount is 75% of this unit's ATK)",Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/0d/Tsukinogi_icon.png/revision/latest/scale-to-width-down/120?cb=20200603195420,"Tsukinogi, former Catastrophe Messenger from Higashi, is supporting the Doctor in controlling the flow of battle.","Good at persuading others, but won't work with you.",R129,Female,165 cm,Excellent,Standard,char_343_tknogi,635,934,1263,1620,300.0,173,248,319,385,40.0,81,117,154,175,,15,15,20,25,70s,70s,70s,70s,10,10,12,12,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/2a/Tsukinogi.png/revision/latest?cb=20200602111858', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/60/Tsukinogi_Elite_2.png/revision/latest?cb=20200602112008', 'Londinium Style Miko': 'https://static.wikia.nocookie.net/mrfz/images/4/4d/Tsukinogi_Skin_1.png/revision/latest?cb=20210702080306'}",2 years,Higashi,May 3rd,Elafia,Confirmed infected by medical examination.,Normal,Standard,Normal,Excellent
Tuye,Medic,Medic,Sargon,5-star,Ranged,['Healing'],Restores the HP of allies,Permanent Trade Center (since Contingency Contract Lead Seal),https://static.wikia.nocookie.net/mrfz/images/a/aa/Tuye_icon.png/revision/latest/scale-to-width-down/120?cb=20210119064258,"Medic Operator Tuye, a Forte most unlike a Forte.","Avoid touching the device on her back or that umbrella of hers, else you'll be spending quite some time scrubbing your face out.",SG08,Female,153 cm,Excellent,Normal,,821,1157,1395,1550,,167,275,394,493,75.0,59,86,108,135,,0,0,0,0,80s,80s,80s,80s,19,19,21,21,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/a/aa/Tuye.png/revision/latest?cb=20210119064409', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/41/Tuye_Elite_2.png/revision/latest?cb=20210119064420', 'Cultivate Vegetation': 'https://static.wikia.nocookie.net/mrfz/images/b/ba/Tuye_Skin_1.png/revision/latest?cb=20220315100036'}",None,Sargon,April 15th,Forte,"Originium crystals distributed across surface of body, confirmed Infected by medical examination.",Normal,Excellent,Normal,Normal
Vulcan,Defender,Juggernaut,Minos,5-star,Melee,"['Survival', 'Defense', 'DPS']",Cannot be healed by allies,Recruitment; Vulcan and Indra Recruitment Voucher,https://static.wikia.nocookie.net/mrfz/images/d/d3/Vulcan_icon.png/revision/latest/scale-to-width-down/120?cb=20200201060351,"Vulcan, Defender Operator of Rhodes Island, has lit the furnace for you. She's ready to start forging at any time.","Fixing things hardly interests her. Instead, she prefers to invent stuff.",MN02,Female,170 cm,Standard,Excellent,char_163_hpsts,1574,2072,2692,3688,400.0,344,479,639,820,50.0,222,337,450,585,,10,10,10,10,70s,70s,70s,70s,31,31,33,35,2,2,3,3,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/d/df/Vulcan.png/revision/latest?cb=20190713060426', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/1c/Vulcan_Elite_2.png/revision/latest?cb=20190713060426'}",2 years,Minos,April 30th,Forte,"Shows physical signs of Oripathy, infection confirmed by medical examination.",Excellent,Standard,Standard,Normal
